Role	Perspective	Actor Keyword(s)	Target Keyword(s)	Behavior Path	Animation Path(s)
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Pistol\Injured\OnGround, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Player, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Pistol\Injured\OnGround, Actors\Character\Animations\Weapon\AlienBlaster\Synth, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, AnimArchetypePlayer	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Player, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, AnimSynth	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Synth, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredRight	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Player, Actors\Character\Animations\Weapon\AlienBlasterActors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredRight, AnimSynth	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Synth, Actors\Character\Animations\Weapon\AlienBlasterActors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	AnimArchetypePlayer	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Player, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	AnimSynth	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Synth, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd		AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\LeftArmInjuredPowerFistWrappingBehavior.hkx	Actors\Character\Animations\BoxingGlove, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\BothArmInjuredPowerFistWrappingBehavior.hkx	Actors\Character\Animations\BoxingGlove, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\BothArmInjuredPowerFistWrappingBehavior.hkx	Actors\Character\Animations\H2H\Injured\Left, Actors\Character\Animations\DeathClawGauntlet, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\BothArmInjuredPowerFistWrappingBehavior.hkx	Actors\Character\Animations\H2H\Injured\OnGround, Actors\Character\Animations\1HM\Injured\OnGround, Actors\Character\Animations\DeathClawGauntlet, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	AnimsKnuckles, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\BothArmInjuredPowerFistWrappingBehavior.hkx	Actors\Character\Animations\H2H\Injured\OnGround, Actors\Character\Animations\1HM\Injured\OnGround, Actors\Character\Animations\BoxingGlove, Actors\Character\Animations\DeathClawGauntlet, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\BothArmInjuredPowerFistWrappingBehavior.hkx	Actors\Character\Animations\H2H\Injured\Right, Actors\Character\Animations\BoxingGlove, Actors\Character\Animations\DeathClawGauntlet, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\LeftArmInjuredPowerFistWrappingBehavior.hkx	Actors\Character\Animations\H2H\Injured\Left, Actors\Character\Animations\BoxingGlove, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\LeftArmInjuredPowerFistWrappingBehavior.hkx	Actors\Character\Animations\H2H\Injured\OnGround, Actors\Character\Animations\1HM\Injured\OnGround, Actors\Character\Animations\DeathClawGauntlet, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\LeftArmInjuredPowerFistWrappingBehavior.hkx	Actors\Character\Animations\H2H\Injured\Right, Actors\Character\Animations\DeathClawGauntlet, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredRight	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\LeftArmInjuredPowerFistWrappingBehavior.hkx	Actors\Character\Animations\H2H\Injured\Right, Actors\Character\Animations\BoxingGlove, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\RightArmInjuredPowerFistWrappingBehavior.hkx	Actors\Character\Animations\BoxingGlove, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\RightArmInjuredPowerFistWrappingBehavior.hkx	Actors\Character\Animations\H2H\Injured\Left, Actors\Character\Animations\BoxingGlove, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\RightArmInjuredPowerFistWrappingBehavior.hkx	Actors\Character\Animations\H2H\Injured\OnGround, Actors\Character\Animations\1HM\Injured\OnGround, Actors\Character\Animations\DeathClawGauntlet, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\LeftArmInjuredPowerFistWrappingBehavior.hkx	Actors\Character\Animations\H2H\Injured\Right, Actors\Character\Animations\DeathClawGauntlet, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredRight	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\RightArmInjuredPowerFistWrappingBehavior.hkx	Actors\Character\Animations\H2H\Injured\Right, Actors\Character\Animations\BoxingGlove, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\PowerFistWrappingBehavior.hkx	Actors\Character\Animations\H2H\Injured\Left, Actors\Character\Animations\BoxingGlove, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\PowerFistWrappingBehavior.hkx	Actors\Character\Animations\H2H\Injured\OnGround, Actors\Character\Animations\1HM\Injured\OnGround, Actors\Character\Animations\DeathClawGauntlet, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\PowerFistWrappingBehavior.hkx	Actors\Character\Animations\H2H\Injured\Right, Actors\Character\Animations\DeathClawGauntlet, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredRight	AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\PowerFistWrappingBehavior.hkx	Actors\Character\Animations\H2H\Injured\Right, Actors\Character\Animations\BoxingGlove, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd		AnimsBoxingGlove, AnimsUnarmed, WeaponTypeUnarmed	Actors\Character\Behaviors\PowerFistWrappingBehavior.hkx	Actors\Character\Animations\BoxingGlove, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft	AnimsBroadsider	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Broadsider, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight	AnimsBroadsider	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Broadsider, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft	AnimsBroadsider	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Broadsider, Actors\Character\Animations\Weapon\GripHeavy\Injured\Left, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	AnimsBroadsider	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GripHeavy\Injured\OnGround, Actors\Character\Animations\Weapon\Broadsider, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsBroadsider	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Broadsider\Player, Actors\Character\Animations\Weapon\Broadsider, Actors\Character\Animations\Weapon\GripHeavy\Injured\Right, Actors\Character\Animations\Weapon\GripHeavy\Player, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired, Actors\Character\Animations\Player
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsBroadsider	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GripHeavy\Injured\OnGround, Actors\Character\Animations\Weapon\Broadsider\Synth, Actors\Character\Animations\Weapon\Broadsider, Actors\Character\Animations\Weapon\GripHeavy\Synth, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimArchetypePlayer	AnimsBroadsider	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Broadsider\Player, Actors\Character\Animations\Weapon\Broadsider, Actors\Character\Animations\Weapon\GripHeavy\Injured\Left, Actors\Character\Animations\Weapon\GripHeavy\Player, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired, Actors\Character\Animations\Player
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimSynth	AnimsBroadsider	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Broadsider\Synth, Actors\Character\Animations\Weapon\Broadsider, Actors\Character\Animations\Weapon\GripHeavy\Injured\Left, Actors\Character\Animations\Weapon\GripHeavy\Synth, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
